"name","nsa_temp_raw","nsa_ds","x"
"observed",-0.401,-0.401,0.0644090305444887
"observed",-0.682,-0.682,0.0647410358565737
"observed",-0.454,-0.454,0.0650730411686587
"observed",-0.572,-0.572,0.0654050464807437
"observed",-0.099,-0.099,0.0657370517928287
"observed",-0.009,-0.009,0.0660690571049137
"observed",-0.249,-0.249,0.0664010624169987
"observed",-0.378,-0.378,0.0667330677290837
"observed",-0.421,-0.421,0.0670650730411687
"observed",-0.298,-0.298,0.0673970783532536
"observed",-0.4,-0.4,0.0677290836653386
"observed",-0.405,-0.405,0.0680610889774236
"observed",-0.354,-0.354,0.0683930942895086
"observed",-0.681,-0.681,0.0687250996015936
"observed",-0.421,-0.421,0.0690571049136786
"observed",-0.574,-0.574,0.0693891102257636
"observed",-0.35,-0.35,0.0697211155378486
"observed",-0.253,-0.253,0.0700531208499336
"observed",-0.33,-0.33,0.0703851261620186
"observed",-0.148,-0.148,0.0707171314741036
"observed",-0.125,-0.125,0.0710491367861886
"observed",-0.196,-0.196,0.0713811420982736
"observed",-0.445,-0.445,0.0717131474103586
"observed",-0.685,-0.685,0.0720451527224436
"observed",-0.693,-0.693,0.0723771580345286
"observed",-0.335,-0.335,0.0727091633466136
"observed",-0.363,-0.363,0.0730411686586985
"observed",-0.286,-0.286,0.0733731739707835
"observed",-0.298,-0.298,0.0737051792828685
"observed",-0.06,-0.06,0.0740371845949535
"observed",-0.193,-0.193,0.0743691899070385
"observed",-0.345,-0.345,0.0747011952191235
"observed",-0.23,-0.23,0.0750332005312085
"observed",-0.423,-0.423,0.0753652058432935
"observed",-0.314,-0.314,0.0756972111553785
"observed",-0.336,-0.336,0.0760292164674635
"observed",0.131,0.131,0.0763612217795485
"observed",-0.626,-0.626,0.0766932270916335
"observed",-0.406,-0.406,0.0770252324037185
"observed",-0.31,-0.31,0.0773572377158035
"observed",-0.385,-0.385,0.0776892430278884
"observed",-0.417,-0.417,0.0780212483399734
"observed",-0.168,-0.168,0.0783532536520584
"observed",-0.172,-0.172,0.0786852589641434
"observed",-0.293,-0.293,0.0790172642762284
"observed",-0.282,-0.282,0.0793492695883134
"observed",-0.537,-0.537,0.0796812749003984
"observed",-0.211,-0.211,0.0800132802124834
"observed",-0.454,-0.454,0.0803452855245684
"observed",-0.498,-0.498,0.0806772908366534
"observed",-0.333,-0.333,0.0810092961487384
"observed",-0.298,-0.298,0.0813413014608234
"observed",-0.231,-0.231,0.0816733067729084
"observed",-0.073,-0.073,0.0820053120849934
"observed",-0.258,-0.258,0.0823373173970783
"observed",-0.202,-0.202,0.0826693227091633
"observed",-0.443,-0.443,0.0830013280212483
"observed",-0.266,-0.266,0.0833333333333333
"observed",-0.666,-0.666,0.0836653386454183
"observed",-0.558,-0.558,0.0839973439575033
"observed",-0.672,-0.672,0.0843293492695883
"observed",-0.172,-0.172,0.0846613545816733
"observed",-0.222,-0.222,0.0849933598937583
"observed",-0.362,-0.362,0.0853253652058433
"observed",-0.286,-0.286,0.0856573705179283
"observed",-0.082,-0.082,0.0859893758300133
"observed",-0.322,-0.322,0.0863213811420983
"observed",-0.361,-0.361,0.0866533864541833
"observed",-0.373,-0.373,0.0869853917662683
"observed",-0.523,-0.523,0.0873173970783533
"observed",-0.489,-0.489,0.0876494023904383
"observed",-0.599,-0.599,0.0879814077025232
"observed",-0.62,-0.62,0.0883134130146082
"observed",-0.524,-0.524,0.0886454183266932
"observed",-0.385,-0.385,0.0889774236387782
"observed",-0.142,-0.142,0.0893094289508632
"observed",-0.279,-0.279,0.0896414342629482
"observed",-0.146,-0.146,0.0899734395750332
"observed",0.009,0.009,0.0903054448871182
"observed",-0.176,-0.176,0.0906374501992032
"observed",-0.204,-0.204,0.0909694555112882
"observed",-0.322,-0.322,0.0913014608233732
"observed",-0.548,-0.548,0.0916334661354582
"observed",-0.262,-0.262,0.0919654714475432
"observed",-0.283,-0.283,0.0922974767596282
"observed",-0.409,-0.409,0.0926294820717131
"observed",-0.481,-0.481,0.0929614873837981
"observed",-0.351,-0.351,0.0932934926958831
"observed",-0.321,-0.321,0.0936254980079681
"observed",-0.176,-0.176,0.0939575033200531
"observed",-0.228,-0.228,0.0942895086321381
"observed",-0.405,-0.405,0.0946215139442231
"observed",-0.391,-0.391,0.0949535192563081
"observed",-0.463,-0.463,0.0952855245683931
"observed",-0.328,-0.328,0.0956175298804781
"observed",-0.199,-0.199,0.0959495351925631
"observed",-0.438,-0.438,0.0962815405046481
"observed",-0.673,-0.673,0.0966135458167331
"observed",-0.437,-0.437,0.0969455511288181
"observed",-0.334,-0.334,0.0972775564409031
"observed",-0.566,-0.566,0.097609561752988
"observed",-0.167,-0.167,0.097941567065073
"observed",-0.296,-0.296,0.098273572377158
"observed",-0.168,-0.168,0.098605577689243
"observed",-0.471,-0.471,0.098937583001328
"observed",-0.418,-0.418,0.099269588313413
"observed",-0.312,-0.312,0.099601593625498
"observed",-0.571,-0.571,0.099933598937583
"observed",-0.479,-0.479,0.100265604249668
"observed",-0.564,-0.564,0.100597609561753
"observed",-0.358,-0.358,0.100929614873838
"observed",-0.273,-0.273,0.101261620185923
"observed",-0.28,-0.28,0.101593625498008
"observed",-0.182,-0.182,0.101925630810093
"observed",-0.246,-0.246,0.102257636122178
"observed",-0.234,-0.234,0.102589641434263
"observed",-0.233,-0.233,0.102921646746348
"observed",-0.509,-0.509,0.103253652058433
"observed",-0.577,-0.577,0.103585657370518
"observed",-0.514,-0.514,0.103917662682603
"observed",-0.337,-0.337,0.104249667994688
"observed",-0.362,-0.362,0.104581673306773
"observed",-0.424,-0.424,0.104913678618858
"observed",-0.59,-0.59,0.105245683930943
"observed",-0.352,-0.352,0.105577689243028
"observed",-0.214,-0.214,0.105909694555113
"observed",-0.327,-0.327,0.106241699867198
"observed",-0.418,-0.418,0.106573705179283
"observed",-0.3,-0.3,0.106905710491368
"observed",-0.607,-0.607,0.107237715803453
"observed",-0.643,-0.643,0.107569721115538
"observed",-0.411,-0.411,0.107901726427623
"observed",-0.209,-0.209,0.108233731739708
"observed",-0.091,-0.091,0.108565737051793
"observed",-0.346,-0.346,0.108897742363878
"observed",-0.411,-0.411,0.109229747675963
"observed",-0.138,-0.138,0.109561752988048
"observed",-0.016,-0.016,0.109893758300133
"observed",0.211,0.211,0.110225763612218
"observed",0.108,0.108,0.110557768924303
"observed",0.113,0.113,0.110889774236388
"observed",0.034,0.034,0.111221779548473
"observed",-0.056,-0.056,0.111553784860558
"observed",-0.07,-0.07,0.111885790172643
"observed",0.229,0.229,0.112217795484728
"observed",0.361,0.361,0.112549800796813
"observed",0.189,0.189,0.112881806108898
"observed",-0.122,-0.122,0.113213811420983
"observed",0.01,0.01,0.113545816733068
"observed",-0.077,-0.077,0.113877822045153
"observed",-0.047,-0.047,0.114209827357238
"observed",0.021,0.021,0.114541832669323
"observed",-0.165,-0.165,0.114873837981408
"observed",-0.143,-0.143,0.115205843293493
"observed",-0.323,-0.323,0.115537848605578
"observed",-0.238,-0.238,0.115869853917663
"observed",-0.266,-0.266,0.116201859229748
"observed",-0.258,-0.258,0.116533864541833
"observed",-0.382,-0.382,0.116865869853918
"observed",-0.344,-0.344,0.117197875166003
"observed",-0.283,-0.283,0.117529880478088
"observed",-0.264,-0.264,0.117861885790173
"observed",-0.265,-0.265,0.118193891102258
"observed",-0.236,-0.236,0.118525896414343
"observed",-0.159,-0.159,0.118857901726428
"observed",-0.397,-0.397,0.119189907038513
"observed",-0.55,-0.55,0.119521912350598
"observed",-0.394,-0.394,0.119853917662683
"observed",-0.45,-0.45,0.120185922974768
"observed",-0.194,-0.194,0.120517928286853
"observed",-0.338,-0.338,0.120849933598938
"observed",-0.325,-0.325,0.121181938911023
"observed",-0.381,-0.381,0.121513944223108
"observed",-0.315,-0.315,0.121845949535193
"observed",-0.107,-0.107,0.122177954847278
"observed",-0.297,-0.297,0.122509960159363
"observed",-0.391,-0.391,0.122841965471448
"observed",-0.281,-0.281,0.123173970783533
"observed",-0.317,-0.317,0.123505976095618
"observed",-0.215,-0.215,0.123837981407703
"observed",-0.225,-0.225,0.124169986719788
"observed",-0.248,-0.248,0.124501992031873
"observed",-0.063,-0.063,0.124833997343958
"observed",-0.122,-0.122,0.125166002656042
"observed",-0.399,-0.399,0.125498007968127
"observed",-0.194,-0.194,0.125830013280212
"observed",-0.138,-0.138,0.126162018592297
"observed",-0.301,-0.301,0.126494023904382
"observed",-0.231,-0.231,0.126826029216467
"observed",-0.381,-0.381,0.127158034528552
"observed",-0.271,-0.271,0.127490039840637
"observed",-0.025,-0.025,0.127822045152722
"observed",-0.117,-0.117,0.128154050464807
"observed",-0.177,-0.177,0.128486055776892
"observed",-0.315,-0.315,0.128818061088977
"observed",-0.326,-0.326,0.129150066401062
"observed",-0.392,-0.392,0.129482071713147
"observed",-0.341,-0.341,0.129814077025232
"observed",-0.245,-0.245,0.130146082337317
"observed",-0.15,-0.15,0.130478087649402
"observed",-0.399,-0.399,0.130810092961487
"observed",-0.404,-0.404,0.131142098273572
"observed",-0.655,-0.655,0.131474103585657
"observed",-0.473,-0.473,0.131806108897742
"observed",-0.485,-0.485,0.132138114209827
"observed",-0.266,-0.266,0.132470119521912
"observed",-0.439,-0.439,0.132802124833997
"observed",-0.34,-0.34,0.133134130146082
"observed",-0.19,-0.19,0.133466135458167
"observed",-0.219,-0.219,0.133798140770252
"observed",-0.288,-0.288,0.134130146082337
"observed",-0.306,-0.306,0.134462151394422
"observed",-0.34,-0.34,0.134794156706507
"observed",-0.396,-0.396,0.135126162018592
"observed",-0.415,-0.415,0.135458167330677
"observed",-0.444,-0.444,0.135790172642762
"observed",-0.333,-0.333,0.136122177954847
"observed",-0.505,-0.505,0.136454183266932
"observed",-0.509,-0.509,0.136786188579017
"observed",-0.566,-0.566,0.137118193891102
"observed",-0.514,-0.514,0.137450199203187
"observed",-0.566,-0.566,0.137782204515272
"observed",-0.429,-0.429,0.138114209827357
"observed",-0.504,-0.504,0.138446215139442
"observed",-0.463,-0.463,0.138778220451527
"observed",-0.585,-0.585,0.139110225763612
"observed",-0.49,-0.49,0.139442231075697
"observed",-0.656,-0.656,0.139774236387782
"observed",-0.553,-0.553,0.140106241699867
"observed",-0.421,-0.421,0.140438247011952
"observed",-0.635,-0.635,0.140770252324037
"observed",-0.606,-0.606,0.141102257636122
"observed",-0.637,-0.637,0.141434262948207
"observed",-0.42,-0.42,0.141766268260292
"observed",-0.405,-0.405,0.142098273572377
"observed",-0.357,-0.357,0.142430278884462
"observed",-0.362,-0.362,0.142762284196547
"observed",-0.384,-0.384,0.143094289508632
"observed",-0.218,-0.218,0.143426294820717
"observed",-0.48,-0.48,0.143758300132802
"observed",-0.479,-0.479,0.144090305444887
"observed",-0.487,-0.487,0.144422310756972
"observed",-0.362,-0.362,0.144754316069057
"observed",-0.293,-0.293,0.145086321381142
"observed",-0.502,-0.502,0.145418326693227
"observed",-0.302,-0.302,0.145750332005312
"observed",-0.457,-0.457,0.146082337317397
"observed",-0.391,-0.391,0.146414342629482
"observed",-0.413,-0.413,0.146746347941567
"observed",-0.491,-0.491,0.147078353253652
"observed",-0.395,-0.395,0.147410358565737
"observed",-0.744,-0.744,0.147742363877822
"observed",-0.659,-0.659,0.148074369189907
"observed",-0.445,-0.445,0.148406374501992
"observed",-0.483,-0.483,0.148738379814077
"observed",-0.529,-0.529,0.149070385126162
"observed",-0.526,-0.526,0.149402390438247
"observed",-0.389,-0.389,0.149734395750332
"observed",-0.446,-0.446,0.150066401062417
"observed",-0.389,-0.389,0.150398406374502
"observed",-0.445,-0.445,0.150730411686587
"observed",-0.435,-0.435,0.151062416998672
"observed",-0.497,-0.497,0.151394422310757
"observed",-0.618,-0.618,0.151726427622842
"observed",-0.587,-0.587,0.152058432934927
"observed",-0.597,-0.597,0.152390438247012
"observed",-0.352,-0.352,0.152722443559097
"observed",-0.411,-0.411,0.153054448871182
"observed",-0.322,-0.322,0.153386454183267
"observed",-0.339,-0.339,0.153718459495352
"observed",-0.311,-0.311,0.154050464807437
"observed",-0.325,-0.325,0.154382470119522
"observed",-0.166,-0.166,0.154714475431607
"observed",-0.265,-0.265,0.155046480743692
"observed",-0.259,-0.259,0.155378486055777
"observed",-0.297,-0.297,0.155710491367862
"observed",-0.007,-0.007,0.156042496679947
"observed",-0.087,-0.087,0.156374501992032
"observed",-0.087,-0.087,0.156706507304117
"observed",-0.158,-0.158,0.157038512616202
"observed",-0.213,-0.213,0.157370517928287
"observed",-0.281,-0.281,0.157702523240372
"observed",-0.307,-0.307,0.158034528552457
"observed",-0.342,-0.342,0.158366533864542
"observed",-0.37,-0.37,0.158698539176627
"observed",-0.506,-0.506,0.159030544488712
"observed",-0.344,-0.344,0.159362549800797
"observed",-0.534,-0.534,0.159694555112882
"observed",-0.465,-0.465,0.160026560424967
"observed",-0.611,-0.611,0.160358565737052
"observed",-0.494,-0.494,0.160690571049137
"observed",-0.536,-0.536,0.161022576361222
"observed",-0.495,-0.495,0.161354581673307
"observed",-0.489,-0.489,0.161686586985392
"observed",-0.467,-0.467,0.162018592297477
"observed",-0.482,-0.482,0.162350597609562
"observed",-0.439,-0.439,0.162682602921647
"observed",-0.67,-0.67,0.163014608233732
"observed",-0.399,-0.399,0.163346613545817
"observed",-0.58,-0.58,0.163678618857902
"observed",-0.598,-0.598,0.164010624169987
"observed",-0.363,-0.363,0.164342629482072
"observed",-0.448,-0.448,0.164674634794157
"observed",-0.346,-0.346,0.165006640106242
"observed",-0.375,-0.375,0.165338645418327
"observed",-0.4,-0.4,0.165670650730412
"observed",-0.355,-0.355,0.166002656042497
"observed",-0.257,-0.257,0.166334661354582
"observed",-0.343,-0.343,0.166666666666667
"observed",-0.534,-0.534,0.166998671978752
"observed",-0.218,-0.218,0.167330677290837
"observed",-0.465,-0.465,0.167662682602922
"observed",-0.29,-0.29,0.167994687915007
"observed",-0.533,-0.533,0.168326693227092
"observed",-0.546,-0.546,0.168658698539177
"observed",-0.457,-0.457,0.168990703851262
"observed",-0.436,-0.436,0.169322709163347
"observed",-0.587,-0.587,0.169654714475432
"observed",-0.508,-0.508,0.169986719787517
"observed",-0.382,-0.382,0.170318725099602
"observed",-0.434,-0.434,0.170650730411687
"observed",-0.661,-0.661,0.170982735723772
"observed",-0.792,-0.792,0.171314741035857
"observed",-1.045,-1.045,0.171646746347942
"observed",-0.845,-0.845,0.171978751660027
"observed",-0.427,-0.427,0.172310756972112
"observed",-0.515,-0.515,0.172642762284197
"observed",-0.572,-0.572,0.172974767596282
"observed",-0.442,-0.442,0.173306772908367
"observed",-0.244,-0.244,0.173638778220452
"observed",-0.287,-0.287,0.173970783532537
"observed",-0.365,-0.365,0.174302788844622
"observed",-0.304,-0.304,0.174634794156707
"observed",-0.405,-0.405,0.174966799468792
"observed",-0.485,-0.485,0.175298804780877
"observed",-0.628,-0.628,0.175630810092961
"observed",-0.429,-0.429,0.175962815405046
"observed",-0.512,-0.512,0.176294820717131
"observed",-0.537,-0.537,0.176626826029216
"observed",-0.519,-0.519,0.176958831341301
"observed",-0.584,-0.584,0.177290836653386
"observed",-0.392,-0.392,0.177622841965471
"observed",-0.354,-0.354,0.177954847277556
"observed",-0.44,-0.44,0.178286852589641
"observed",-0.399,-0.399,0.178618857901726
"observed",-0.46,-0.46,0.178950863213811
"observed",-0.552,-0.552,0.179282868525896
"observed",-0.636,-0.636,0.179614873837981
"observed",-0.642,-0.642,0.179946879150066
"observed",-0.618,-0.618,0.180278884462151
"observed",-0.461,-0.461,0.180610889774236
"observed",-0.483,-0.483,0.180942895086321
"observed",-0.425,-0.425,0.181274900398406
"observed",-0.335,-0.335,0.181606905710491
"observed",-0.377,-0.377,0.181938911022576
"observed",-0.394,-0.394,0.182270916334661
"observed",-0.326,-0.326,0.182602921646746
"observed",-0.321,-0.321,0.182934926958831
"observed",-0.367,-0.367,0.183266932270916
"observed",-0.315,-0.315,0.183598937583001
"observed",-0.337,-0.337,0.183930942895086
"observed",-0.588,-0.588,0.184262948207171
"observed",-0.546,-0.546,0.184594953519256
"observed",-0.356,-0.356,0.184926958831341
"observed",-0.23,-0.23,0.185258964143426
"observed",-0.182,-0.182,0.185590969455511
"observed",-0.172,-0.172,0.185922974767596
"observed",-0.155,-0.155,0.186254980079681
"observed",-0.118,-0.118,0.186586985391766
"observed",-0.314,-0.314,0.186918990703851
"observed",-0.094,-0.094,0.187250996015936
"observed",-0.3,-0.3,0.187583001328021
"observed",-0.349,-0.349,0.187915006640106
"observed",-0.415,-0.415,0.188247011952191
"observed",-0.118,-0.118,0.188579017264276
"observed",-0.114,-0.114,0.188911022576361
"observed",-0.163,-0.163,0.189243027888446
"observed",-0.187,-0.187,0.189575033200531
"observed",-0.185,-0.185,0.189907038512616
"observed",-0.186,-0.186,0.190239043824701
"observed",-0.212,-0.212,0.190571049136786
"observed",-0.423,-0.423,0.190903054448871
"observed",-0.465,-0.465,0.191235059760956
"observed",-0.199,-0.199,0.191567065073041
"observed",-0.556,-0.556,0.191899070385126
"observed",-0.843,-0.843,0.192231075697211
"observed",-0.663,-0.663,0.192563081009296
"observed",-0.56,-0.56,0.192895086321381
"observed",-0.335,-0.335,0.193227091633466
"observed",-0.395,-0.395,0.193559096945551
"observed",-0.389,-0.389,0.193891102257636
"observed",-0.371,-0.371,0.194223107569721
"observed",-0.501,-0.501,0.194555112881806
"observed",-0.529,-0.529,0.194887118193891
"observed",-0.49,-0.49,0.195219123505976
"observed",-0.36,-0.36,0.195551128818061
"observed",-0.554,-0.554,0.195883134130146
"observed",-0.589,-0.589,0.196215139442231
"observed",-0.439,-0.439,0.196547144754316
"observed",-0.359,-0.359,0.196879150066401
"observed",-0.501,-0.501,0.197211155378486
"observed",-0.366,-0.366,0.197543160690571
"observed",-0.24,-0.24,0.197875166002656
"observed",-0.152,-0.152,0.198207171314741
"observed",-0.183,-0.183,0.198539176626826
"observed",-0.057,-0.057,0.198871181938911
"observed",-0.466,-0.466,0.199203187250996
"observed",-0.507,-0.507,0.199535192563081
"observed",-0.203,-0.203,0.199867197875166
"observed",-0.2,-0.2,0.200199203187251
"observed",-0.224,-0.224,0.200531208499336
"observed",-0.303,-0.303,0.200863213811421
"observed",-0.217,-0.217,0.201195219123506
"observed",-0.191,-0.191,0.201527224435591
"observed",-0.211,-0.211,0.201859229747676
"observed",-0.196,-0.196,0.202191235059761
"observed",-0.065,-0.065,0.202523240371846
"observed",-0.263,-0.263,0.202855245683931
"observed",-0.236,-0.236,0.203187250996016
"observed",-0.281,-0.281,0.203519256308101
"observed",-0.268,-0.268,0.203851261620186
"observed",-0.201,-0.201,0.204183266932271
"observed",-0.175,-0.175,0.204515272244356
"observed",-0.249,-0.249,0.204847277556441
"observed",-0.237,-0.237,0.205179282868526
"observed",-0.329,-0.329,0.205511288180611
"observed",-0.205,-0.205,0.205843293492696
"observed",-0.355,-0.355,0.206175298804781
