x,y_mean,mu_hat,mu_hat_var,observed,obs_pred,obs_var_scalar,single_gp_theta
0.258964143426295,0.0017762973161596885,-0.20724731571798136,0.0007043915484246099,0.2900560534425289,,0.05934799190913731,-0.1872931860811044
0.25929614873838,-0.15539481038286837,-0.2067236624005535,0.00070413571573269,0.2247782020496394,,0.05934799190913731,-0.1868008131858572
0.259628154050465,-0.7253879185079206,-0.20619936891300394,0.0007038804569567958,-0.7459851182620407,,0.05934799190913731,-0.1863071229635583
0.25996015936255,-1.3812325802211878,-0.20567444878486682,0.0007036257985326699,-1.4682546823719609,,0.05934799190913731,-0.1858121351044731
0.260292164674635,-1.0574075992010055,-0.20514891556261527,0.0007033717669546746,-0.8619404251899909,,0.05934799190913731,-0.1853158693378856
0.26062416998672,-0.22283823569813985,-0.2046227828107618,0.000703118388408086,0.0591299975609693,,0.05934799190913731,-0.1848183454312526
0.260956175298805,0.40776592526142574,-0.2040960641094438,0.0007028656888561358,0.7103273548955591,,0.05934799190913731,-0.1843195831891373
0.26128818061089,0.4929592139061596,-0.2035687730553373,0.0007026136940435634,0.7410467824467895,,0.05934799190913731,-0.1838196024530344
0.261620185922975,0.3560323870823856,-0.20304092325988074,0.0007023624294379971,0.7647265920566295,,0.05934799190913731,-0.1833184230999625
0.26195219123506,-0.10731233249848586,-0.20251252834926628,0.0007021119204004833,0.2875037445092094,,0.05934799190913731,-0.182816065041508
0.262284196547145,-0.522068207064279,-0.20198360196471163,0.0007018621917236345,0.1152408382038188,,0.05934799190913731,-0.1823125482234135
0.26261620185923,-0.3083741043778797,-0.20145415776053158,0.0007016132684345422,-0.3855116449044606,,0.05934799190913731,-0.1818078926245039
0.262948207171315,-0.015050983267995735,-0.20092420940476288,0.0007013651748799532,-0.0528391642362708,,0.05934799190913731,-0.1813021182559899
0.2632802124834,-0.2808650587166084,-0.20039377057727525,0.0007011179354616814,-0.2454311180865307,,0.05934799190913731,-0.1807952451604675
0.263612217795485,-0.7013306398673149,-0.19986285497091325,0.0007008715741303462,-0.8212170729781008,,0.05934799190913731,-0.1802872934111095
0.26394422310757,-1.3105768003057272,-0.1993314762893406,0.000700626114658931,-1.6824941363666106,,0.05934799190913731,-0.1797782831109142
0.264276228419655,-1.0588447991479586,-0.1987996482477996,0.0007003815804669244,-1.264183190951221,,0.05934799190913731,-0.1792682343916951
0.26460823373174,-0.19695249873537765,-0.19826738457123314,0.0007001379948494701,0.2349198272592896,,0.05934799190913731,-0.1787571674135805
0.264940239043825,0.38844371753685236,-0.19773469899548163,0.000699895380774862,0.6542708516232394,,0.05934799190913731,-0.1782451023636186
0.26527224435591,0.49477361353829014,-0.1972016052648352,0.0006996537607637521,0.8646357404545495,,0.05934799190913731,-0.1777320594551583
0.265604249667995,0.27680283543529777,-0.19666811713244758,0.0006994131573225815,0.3024862107565389,,0.05934799190913731,-0.1772180589272459
0.26593625498008,-0.17018815180266456,-0.1961342483606036,0.0006991735925723219,0.1908096209165388,,0.05934799190913731,-0.1767031210437634
0.266268260292165,-0.405591391685225,-0.19560001271824956,0.0006989350882324885,-0.1988041298639609,,0.05934799190913731,-0.1761872660918961
0.26660026560425,-0.06117326816048245,-0.19506542398152588,0.0006986976659622002,0.2267002571251093,,0.05934799190913731,-0.1756705143819705
